training with model_path ./checkpoint/resnet18_SSL_reinforcement_0417.pth
Device: cuda
Number of train images is 20000
[22/40] Train batch: 3 / 167
[22/40] Train batch: 4 / 167
[22/40] Train batch: 5 / 167
[22/40] Train batch: 6 / 167
[22/40] Train batch: 7 / 167
[22/40] Train batch: 8 / 167
[22/40] Train batch: 9 / 167
[22/40] Train batch: 10 / 167
[22/40] Train batch: 11 / 167
[22/40] Train batch: 12 / 167
[22/40] Train batch: 13 / 167
[22/40] Train batch: 14 / 167
[22/40] Train batch: 15 / 167
[22/40] Train batch: 16 / 167
[22/40] Train batch: 17 / 167
[22/40] Train batch: 18 / 167
[22/40] Train batch: 19 / 167
[22/40] Train batch: 20 / 167
[22/40] 0.68 sec(s) Val Acc: 0.91440 | Val Loss: 0.26228
[22/40] Save best model to ./checkpoint/resnet18_SSL_reinforcement_0417.pth ...

[23/40] Train batch: 1 / 167
[23/40] Train batch: 2 / 167
[23/40] Train batch: 3 / 167
[23/40] Train batch: 4 / 167
[23/40] Train batch: 5 / 167
[23/40] Train batch: 6 / 167
[23/40] Train batch: 7 / 167
[23/40] Train batch: 8 / 167
[23/40] Train batch: 9 / 167
[23/40] Train batch: 10 / 167
[23/40] Train batch: 11 / 167
[23/40] Train batch: 12 / 167
[23/40] Train batch: 13 / 167
[23/40] Train batch: 14 / 167
[23/40] Train batch: 15 / 167
[23/40] Train batch: 16 / 167
[23/40] Train batch: 17 / 167
[23/40] Train batch: 18 / 167
[23/40] Train batch: 19 / 167
[23/40] Train batch: 20 / 167
[23/40] Train batch: 21 / 167
[23/40] Train batch: 22 / 167
[23/40] Train batch: 23 / 167
[23/40] Train batch: 24 / 167
[23/40] Train batch: 25 / 167
[23/40] Train batch: 26 / 167
[23/40] Train batch: 27 / 167
[23/40] Train batch: 28 / 167
[23/40] Train batch: 29 / 167
[23/40] Train batch: 30 / 167
[23/40] Train batch: 31 / 167
[23/40] Train batch: 32 / 167
[23/40] Train batch: 33 / 167
[23/40] Train batch: 34 / 167
[23/40] Train batch: 35 / 167
[23/40] Train batch: 36 / 167
[23/40] Train batch: 37 / 167
[23/40] Train batch: 38 / 167
[23/40] Train batch: 39 / 167
[23/40] Train batch: 40 / 167
[23/40] Train batch: 41 / 167
[23/40] Train batch: 42 / 167
[23/40] Train batch: 43 / 167
[23/40] Train batch: 44 / 167
[23/40] Train batch: 45 / 167
[23/40] Train batch: 46 / 167
[23/40] Train batch: 47 / 167
[23/40] Train batch: 48 / 167
[23/40] Train batch: 49 / 167
[23/40] Train batch: 50 / 167
[23/40] Train batch: 51 / 167
[23/40] Train batch: 52 / 167
[23/40] Train batch: 53 / 167
[23/40] Train batch: 54 / 167
[23/40] Train batch: 55 / 167
[23/40] Train batch: 56 / 167
[23/40] Train batch: 57 / 167
[23/40] Train batch: 58 / 167
[23/40] Train batch: 59 / 167
[23/40] Train batch: 60 / 167
[23/40] Train batch: 61 / 167
[23/40] Train batch: 62 / 167
[23/40] Train batch: 63 / 167
[23/40] Train batch: 64 / 167
[23/40] Train batch: 65 / 167
[23/40] Train batch: 66 / 167
[23/40] Train batch: 67 / 167
[23/40] Train batch: 68 / 167
[23/40] Train batch: 69 / 167
[23/40] Train batch: 70 / 167
[23/40] Train batch: 71 / 167
[23/40] Train batch: 72 / 167
[23/40] Train batch: 73 / 167
[23/40] Train batch: 74 / 167
[23/40] Train batch: 75 / 167
[23/40] Train batch: 76 / 167
[23/40] Train batch: 77 / 167
[23/40] Train batch: 78 / 167
[23/40] Train batch: 79 / 167
[23/40] Train batch: 80 / 167
[23/40] Train batch: 81 / 167
[23/40] Train batch: 82 / 167
[23/40] Train batch: 83 / 167
[23/40] Train batch: 84 / 167
[23/40] Train batch: 85 / 167
[23/40] Train batch: 86 / 167
[23/40] Train batch: 87 / 167
[23/40] Train batch: 88 / 167
[23/40] Train batch: 89 / 167
[23/40] Train batch: 90 / 167
[23/40] Train batch: 91 / 167
[23/40] Train batch: 92 / 167
[23/40] Train batch: 93 / 167
[23/40] Train batch: 94 / 167
[23/40] Train batch: 95 / 167
[23/40] Train batch: 96 / 167
[23/40] Train batch: 97 / 167
[23/40] Train batch: 98 / 167
[23/40] Train batch: 99 / 167
[23/40] Train batch: 100 / 167
[23/40] Train batch: 101 / 167
[23/40] Train batch: 102 / 167
[23/40] Train batch: 103 / 167
[23/40] Train batch: 104 / 167
[23/40] Train batch: 105 / 167
[23/40] Train batch: 106 / 167
[23/40] Train batch: 107 / 167
[23/40] Train batch: 108 / 167
[23/40] Train batch: 109 / 167
[23/40] Train batch: 110 / 167
[23/40] Train batch: 111 / 167
[23/40] Train batch: 112 / 167
[23/40] Train batch: 113 / 167
[23/40] Train batch: 114 / 167
[23/40] Train batch: 115 / 167
[23/40] Train batch: 116 / 167
[23/40] Train batch: 117 / 167
[23/40] Train batch: 118 / 167
[23/40] Train batch: 119 / 167
[23/40] Train batch: 120 / 167
[23/40] Train batch: 121 / 167
[23/40] Train batch: 122 / 167
[23/40] Train batch: 123 / 167
[23/40] Train batch: 124 / 167
[23/40] Train batch: 125 / 167
[23/40] Train batch: 126 / 167
[23/40] Train batch: 127 / 167
[23/40] Train batch: 128 / 167
[23/40] Train batch: 129 / 167
[23/40] Train batch: 130 / 167
[23/40] Train batch: 131 / 167
[23/40] Train batch: 132 / 167
[23/40] Train batch: 133 / 167
[23/40] Train batch: 134 / 167
[23/40] Train batch: 135 / 167
[23/40] Train batch: 136 / 167
[23/40] Train batch: 137 / 167
[23/40] Train batch: 138 / 167
[23/40] Train batch: 139 / 167
[23/40] Train batch: 140 / 167
[23/40] Train batch: 141 / 167
[23/40] Train batch: 142 / 167
[23/40] Train batch: 143 / 167
[23/40] Train batch: 144 / 167
[23/40] Train batch: 145 / 167
[23/40] Train batch: 146 / 167
[23/40] Train batch: 147 / 167
[23/40] Train batch: 148 / 167
[23/40] Train batch: 149 / 167
[23/40] Train batch: 150 / 167
[23/40] Train batch: 151 / 167
[23/40] Train batch: 152 / 167
[23/40] Train batch: 153 / 167
[23/40] Train batch: 154 / 167
[23/40] Train batch: 155 / 167
[23/40] Train batch: 156 / 167
[23/40] Train batch: 157 / 167
[23/40] Train batch: 158 / 167
[23/40] Train batch: 159 / 167
[23/40] Train batch: 160 / 167
[23/40] Train batch: 161 / 167
[23/40] Train batch: 162 / 167
[23/40] Train batch: 163 / 167
[23/40] Train batch: 164 / 167
[23/40] Train batch: 165 / 167
[23/40] Train batch: 166 / 167
[23/40] Train batch: 167 / 167
[23/40] 13.88 sec(s) Train Acc: 0.83996 | Train Loss: 0.45202

[23/40] Train batch: 1 / 167
[23/40] Train batch: 2 / 167
[23/40] Train batch: 3 / 167
[23/40] Train batch: 4 / 167
[23/40] Train batch: 5 / 167
[23/40] Train batch: 6 / 167
[23/40] Train batch: 7 / 167
[23/40] Train batch: 8 / 167
[23/40] Train batch: 9 / 167
[23/40] Train batch: 10 / 167
[23/40] Train batch: 11 / 167
[23/40] Train batch: 12 / 167
[23/40] Train batch: 13 / 167
[23/40] Train batch: 14 / 167
[23/40] Train batch: 15 / 167
[23/40] Train batch: 16 / 167
[23/40] Train batch: 17 / 167
[23/40] Train batch: 18 / 167
[23/40] Train batch: 19 / 167
[23/40] Train batch: 20 / 167
[23/40] 0.52 sec(s) Val Acc: 0.91440 | Val Loss: 0.26371
[23/40] Save best model to ./checkpoint/resnet18_SSL_reinforcement_0417.pth ...

[24/40] Train batch: 1 / 167
[24/40] Train batch: 2 / 167
[24/40] Train batch: 3 / 167
[24/40] Train batch: 4 / 167
[24/40] Train batch: 5 / 167
[24/40] Train batch: 6 / 167
[24/40] Train batch: 7 / 167
[24/40] Train batch: 8 / 167
[24/40] Train batch: 9 / 167
[24/40] Train batch: 10 / 167
[24/40] Train batch: 11 / 167
[24/40] Train batch: 12 / 167
[24/40] Train batch: 13 / 167
[24/40] Train batch: 14 / 167
[24/40] Train batch: 15 / 167
[24/40] Train batch: 16 / 167
[24/40] Train batch: 17 / 167
[24/40] Train batch: 18 / 167
[24/40] Train batch: 19 / 167
[24/40] Train batch: 20 / 167
[24/40] Train batch: 21 / 167
[24/40] Train batch: 22 / 167
[24/40] Train batch: 23 / 167
[24/40] Train batch: 24 / 167
[24/40] Train batch: 25 / 167
[24/40] Train batch: 26 / 167
[24/40] Train batch: 27 / 167
[24/40] Train batch: 28 / 167
[24/40] Train batch: 29 / 167
[24/40] Train batch: 30 / 167
[24/40] Train batch: 31 / 167
[24/40] Train batch: 32 / 167
[24/40] Train batch: 33 / 167
[24/40] Train batch: 34 / 167
[24/40] Train batch: 35 / 167
[24/40] Train batch: 36 / 167
[24/40] Train batch: 37 / 167
[24/40] Train batch: 38 / 167
[24/40] Train batch: 39 / 167
[24/40] Train batch: 40 / 167
[24/40] Train batch: 41 / 167
[24/40] Train batch: 42 / 167
[24/40] Train batch: 43 / 167
[24/40] Train batch: 44 / 167
[24/40] Train batch: 45 / 167
[24/40] Train batch: 46 / 167
[24/40] Train batch: 47 / 167
[24/40] Train batch: 48 / 167
[24/40] Train batch: 49 / 167
[24/40] Train batch: 50 / 167
[24/40] Train batch: 51 / 167
[24/40] Train batch: 52 / 167
[24/40] Train batch: 53 / 167
[24/40] Train batch: 54 / 167
[24/40] Train batch: 55 / 167
[24/40] Train batch: 56 / 167
[24/40] Train batch: 57 / 167
[24/40] Train batch: 58 / 167
[24/40] Train batch: 59 / 167
[24/40] Train batch: 60 / 167
[24/40] Train batch: 61 / 167
[24/40] Train batch: 62 / 167
[24/40] Train batch: 63 / 167
[24/40] Train batch: 64 / 167
[24/40] Train batch: 65 / 167
[24/40] Train batch: 66 / 167
[24/40] Train batch: 67 / 167
[24/40] Train batch: 68 / 167
[24/40] Train batch: 69 / 167
[24/40] Train batch: 70 / 167
[24/40] Train batch: 71 / 167
[24/40] Train batch: 72 / 167
[24/40] Train batch: 73 / 167
[24/40] Train batch: 74 / 167
[24/40] Train batch: 75 / 167
[24/40] Train batch: 76 / 167
[24/40] Train batch: 77 / 167
[24/40] Train batch: 78 / 167
[24/40] Train batch: 79 / 167
[24/40] Train batch: 80 / 167
[24/40] Train batch: 81 / 167
[24/40] Train batch: 82 / 167
[24/40] Train batch: 83 / 167
[24/40] Train batch: 84 / 167
[24/40] Train batch: 85 / 167
[24/40] Train batch: 86 / 167
[24/40] Train batch: 87 / 167
[24/40] Train batch: 88 / 167
[24/40] Train batch: 89 / 167
[24/40] Train batch: 90 / 167
[24/40] Train batch: 91 / 167
[24/40] Train batch: 92 / 167
[24/40] Train batch: 93 / 167
[24/40] Train batch: 94 / 167
[24/40] Train batch: 95 / 167
[24/40] Train batch: 96 / 167
[24/40] Train batch: 97 / 167
[24/40] Train batch: 98 / 167
[24/40] Train batch: 99 / 167
[24/40] Train batch: 100 / 167
[24/40] Train batch: 101 / 167
[24/40] Train batch: 102 / 167
[24/40] Train batch: 103 / 167
[24/40] Train batch: 104 / 167
[24/40] Train batch: 105 / 167
[24/40] Train batch: 106 / 167
[24/40] Train batch: 107 / 167
[24/40] Train batch: 108 / 167
[24/40] Train batch: 109 / 167
[24/40] Train batch: 110 / 167
[24/40] Train batch: 111 / 167
[24/40] Train batch: 112 / 167
[24/40] Train batch: 113 / 167
[24/40] Train batch: 114 / 167
[24/40] Train batch: 115 / 167
[24/40] Train batch: 116 / 167
[24/40] Train batch: 117 / 167
[24/40] Train batch: 118 / 167
[24/40] Train batch: 119 / 167
[24/40] Train batch: 120 / 167
[24/40] Train batch: 121 / 167
[24/40] Train batch: 122 / 167
[24/40] Train batch: 123 / 167
[24/40] Train batch: 124 / 167
[24/40] Train batch: 125 / 167
[24/40] Train batch: 126 / 167
[24/40] Train batch: 127 / 167
[24/40] Train batch: 128 / 167
[24/40] Train batch: 129 / 167
[24/40] Train batch: 130 / 167
[24/40] Train batch: 131 / 167
[24/40] Train batch: 132 / 167
[24/40] Train batch: 133 / 167
[24/40] Train batch: 134 / 167
[24/40] Train batch: 135 / 167
[24/40] Train batch: 136 / 167
[24/40] Train batch: 137 / 167
[24/40] Train batch: 138 / 167
[24/40] Train batch: 139 / 167
[24/40] Train batch: 140 / 167
[24/40] Train batch: 141 / 167
[24/40] Train batch: 142 / 167
[24/40] Train batch: 143 / 167
[24/40] Train batch: 144 / 167
[24/40] Train batch: 145 / 167
[24/40] Train batch: 146 / 167
[24/40] Train batch: 147 / 167
[24/40] Train batch: 148 / 167
[24/40] Train batch: 149 / 167
[24/40] Train batch: 150 / 167
[24/40] Train batch: 151 / 167
[24/40] Train batch: 152 / 167
[24/40] Train batch: 153 / 167
[24/40] Train batch: 154 / 167
[24/40] Train batch: 155 / 167
[24/40] Train batch: 156 / 167
[24/40] Train batch: 157 / 167
[24/40] Train batch: 158 / 167
[24/40] Train batch: 159 / 167
[24/40] Train batch: 160 / 167
[24/40] Train batch: 161 / 167
[24/40] Train batch: 162 / 167
[24/40] Train batch: 163 / 167
[24/40] Train batch: 164 / 167
[24/40] Train batch: 165 / 167
[24/40] Train batch: 166 / 167
[24/40] Train batch: 167 / 167
[24/40] 13.56 sec(s) Train Acc: 0.84189 | Train Loss: 0.44178

[24/40] Train batch: 1 / 167
[24/40] Train batch: 2 / 167
[24/40] Train batch: 3 / 167
[24/40] Train batch: 4 / 167
[24/40] Train batch: 5 / 167
[24/40] Train batch: 6 / 167
[24/40] Train batch: 7 / 167
[24/40] Train batch: 8 / 167
[24/40] Train batch: 9 / 167
[24/40] Train batch: 10 / 167
[24/40] Train batch: 11 / 167
[24/40] Train batch: 12 / 167
[24/40] Train batch: 13 / 167
[24/40] Train batch: 14 / 167
[24/40] Train batch: 15 / 167
[24/40] Train batch: 16 / 167
[24/40] Train batch: 17 / 167
[24/40] Train batch: 18 / 167
[24/40] Train batch: 19 / 167
[24/40] Train batch: 20 / 167
[24/40] 0.69 sec(s) Val Acc: 0.91600 | Val Loss: 0.26355
[24/40] Save best model to ./checkpoint/resnet18_SSL_reinforcement_0417.pth ...

[25/40] Train batch: 1 / 167
[25/40] Train batch: 2 / 167
[25/40] Train batch: 3 / 167
[25/40] Train batch: 4 / 167
[25/40] Train batch: 5 / 167
[25/40] Train batch: 6 / 167
[25/40] Train batch: 7 / 167
[25/40] Train batch: 8 / 167
[25/40] Train batch: 9 / 167
[25/40] Train batch: 10 / 167
[25/40] Train batch: 11 / 167
[25/40] Train batch: 12 / 167
[25/40] Train batch: 13 / 167
[25/40] Train batch: 14 / 167
[25/40] Train batch: 15 / 167
[25/40] Train batch: 16 / 167
[25/40] Train batch: 17 / 167
[25/40] Train batch: 18 / 167
[25/40] Train batch: 19 / 167
[25/40] Train batch: 20 / 167
[25/40] Train batch: 21 / 167
[25/40] Train batch: 22 / 167
[25/40] Train batch: 23 / 167
[25/40] Train batch: 24 / 167
[25/40] Train batch: 25 / 167
[25/40] Train batch: 26 / 167
[25/40] Train batch: 27 / 167
[25/40] Train batch: 28 / 167
[25/40] Train batch: 29 / 167
[25/40] Train batch: 30 / 167
[25/40] Train batch: 31 / 167
[25/40] Train batch: 32 / 167
[25/40] Train batch: 33 / 167
[25/40] Train batch: 34 / 167
[25/40] Train batch: 35 / 167
[25/40] Train batch: 36 / 167
[25/40] Train batch: 37 / 167
[25/40] Train batch: 38 / 167
[25/40] Train batch: 39 / 167
[25/40] Train batch: 40 / 167
[25/40] Train batch: 41 / 167
[25/40] Train batch: 42 / 167
[25/40] Train batch: 43 / 167
[25/40] Train batch: 44 / 167
[25/40] Train batch: 45 / 167
[25/40] Train batch: 46 / 167
[25/40] Train batch: 47 / 167
[25/40] Train batch: 48 / 167
[25/40] Train batch: 49 / 167
[25/40] Train batch: 50 / 167
[25/40] Train batch: 51 / 167
[25/40] Train batch: 52 / 167
[25/40] Train batch: 53 / 167
[25/40] Train batch: 54 / 167
[25/40] Train batch: 55 / 167
[25/40] Train batch: 56 / 167
[25/40] Train batch: 57 / 167
[25/40] Train batch: 58 / 167
[25/40] Train batch: 59 / 167
[25/40] Train batch: 60 / 167
[25/40] Train batch: 61 / 167
[25/40] Train batch: 62 / 167
[25/40] Train batch: 63 / 167
[25/40] Train batch: 64 / 167
[25/40] Train batch: 65 / 167
[25/40] Train batch: 66 / 167
[25/40] Train batch: 67 / 167
[25/40] Train batch: 68 / 167
[25/40] Train batch: 69 / 167
[25/40] Train batch: 70 / 167
[25/40] Train batch: 71 / 167
[25/40] Train batch: 72 / 167
[25/40] Train batch: 73 / 167
[25/40] Train batch: 74 / 167
[25/40] Train batch: 75 / 167
[25/40] Train batch: 76 / 167
[25/40] Train batch: 77 / 167
[25/40] Train batch: 78 / 167
[25/40] Train batch: 79 / 167
[25/40] Train batch: 80 / 167
[25/40] Train batch: 81 / 167
[25/40] Train batch: 82 / 167
[25/40] Train batch: 83 / 167
[25/40] Train batch: 84 / 167
[25/40] Train batch: 85 / 167
[25/40] Train batch: 86 / 167
[25/40] Train batch: 87 / 167
[25/40] Train batch: 88 / 167
[25/40] Train batch: 89 / 167
[25/40] Train batch: 90 / 167
[25/40] Train batch: 91 / 167
[25/40] Train batch: 92 / 167
[25/40] Train batch: 93 / 167
[25/40] Train batch: 94 / 167
[25/40] Train batch: 95 / 167
[25/40] Train batch: 96 / 167
[25/40] Train batch: 97 / 167
[25/40] Train batch: 98 / 167
[25/40] Train batch: 99 / 167
[25/40] Train batch: 100 / 167
[25/40] Train batch: 101 / 167
[25/40] Train batch: 102 / 167
[25/40] Train batch: 103 / 167
[25/40] Train batch: 104 / 167
[25/40] Train batch: 105 / 167
[25/40] Train batch: 106 / 167
[25/40] Train batch: 107 / 167
[25/40] Train batch: 108 / 167
[25/40] Train batch: 109 / 167
[25/40] Train batch: 110 / 167
[25/40] Train batch: 111 / 167
[25/40] Train batch: 112 / 167
[25/40] Train batch: 113 / 167
[25/40] Train batch: 114 / 167
[25/40] Train batch: 115 / 167
[25/40] Train batch: 116 / 167
[25/40] Train batch: 117 / 167
[25/40] Train batch: 118 / 167
[25/40] Train batch: 119 / 167
[25/40] Train batch: 120 / 167
[25/40] Train batch: 121 / 167
[25/40] Train batch: 122 / 167
[25/40] Train batch: 123 / 167
[25/40] Train batch: 124 / 167
[25/40] Train batch: 125 / 167
[25/40] Train batch: 126 / 167
[25/40] Train batch: 127 / 167
[25/40] Train batch: 128 / 167
[25/40] Train batch: 129 / 167
[25/40] Train batch: 130 / 167
[25/40] Train batch: 131 / 167
[25/40] Train batch: 132 / 167
[25/40] Train batch: 133 / 167
[25/40] Train batch: 134 / 167
[25/40] Train batch: 135 / 167
[25/40] Train batch: 136 / 167
[25/40] Train batch: 137 / 167
[25/40] Train batch: 138 / 167
[25/40] Train batch: 139 / 167
[25/40] Train batch: 140 / 167
[25/40] Train batch: 141 / 167
[25/40] Train batch: 142 / 167
[25/40] Train batch: 143 / 167
[25/40] Train batch: 144 / 167
[25/40] Train batch: 145 / 167
[25/40] Train batch: 146 / 167
[25/40] Train batch: 147 / 167
[25/40] Train batch: 148 / 167
[25/40] Train batch: 149 / 167
[25/40] Train batch: 150 / 167
[25/40] Train batch: 151 / 167
[25/40] Train batch: 152 / 167
[25/40] Train batch: 153 / 167
[25/40] Train batch: 154 / 167
[25/40] Train batch: 155 / 167
[25/40] Train batch: 156 / 167
[25/40] Train batch: 157 / 167
[25/40] Train batch: 158 / 167
[25/40] Train batch: 159 / 167
[25/40] Train batch: 160 / 167
[25/40] Train batch: 161 / 167
[25/40] Train batch: 162 / 167
[25/40] Train batch: 163 / 167
[25/40] Train batch: 164 / 167
[25/40] Train batch: 165 / 167
[25/40] Train batch: 166 / 167
[25/40] Train batch: 167 / 167
[25/40] 13.70 sec(s) Train Acc: 0.84298 | Train Loss: 0.44194

[25/40] Train batch: 1 / 167
[25/40] Train batch: 2 / 167
[25/40] Train batch: 3 / 167
[25/40] Train batch: 4 / 167
[25/40] Train batch: 5 / 167
[25/40] Train batch: 6 / 167
[25/40] Train batch: 7 / 167
[25/40] Train batch: 8 / 167
[25/40] Train batch: 9 / 167
[25/40] Train batch: 10 / 167
[25/40] Train batch: 11 / 167
[25/40] Train batch: 12 / 167
[25/40] Train batch: 13 / 167
[25/40] Train batch: 14 / 167
[25/40] Train batch: 15 / 167
[25/40] Train batch: 16 / 167
[25/40] Train batch: 17 / 167
[25/40] Train batch: 18 / 167
[25/40] Train batch: 19 / 167
[25/40] Train batch: 20 / 167
[25/40] 0.63 sec(s) Val Acc: 0.91480 | Val Loss: 0.26247

[26/40] Train batch: 1 / 167
[26/40] Train batch: 2 / 167
[26/40] Train batch: 3 / 167
[26/40] Train batch: 4 / 167
[26/40] Train batch: 5 / 167
[26/40] Train batch: 6 / 167
[26/40] Train batch: 7 / 167
[26/40] Train batch: 8 / 167
[26/40] Train batch: 9 / 167
[26/40] Train batch: 10 / 167
[26/40] Train batch: 11 / 167
[26/40] Train batch: 12 / 167
[26/40] Train batch: 13 / 167
[26/40] Train batch: 14 / 167
[26/40] Train batch: 15 / 167
[26/40] Train batch: 16 / 167
[26/40] Train batch: 17 / 167
[26/40] Train batch: 18 / 167
[26/40] Train batch: 19 / 167
[26/40] Train batch: 20 / 167
[26/40] Train batch: 21 / 167
[26/40] Train batch: 22 / 167
[26/40] Train batch: 23 / 167
[26/40] Train batch: 24 / 167
[26/40] Train batch: 25 / 167
[26/40] Train batch: 26 / 167
[26/40] Train batch: 27 / 167
[26/40] Train batch: 28 / 167
[26/40] Train batch: 29 / 167
[26/40] Train batch: 30 / 167
[26/40] Train batch: 31 / 167
[26/40] Train batch: 32 / 167
[26/40] Train batch: 33 / 167
[26/40] Train batch: 34 / 167
[26/40] Train batch: 35 / 167
[26/40] Train batch: 36 / 167
[26/40] Train batch: 37 / 167
[26/40] Train batch: 38 / 167
[26/40] Train batch: 39 / 167
[26/40] Train batch: 40 / 167
[26/40] Train batch: 41 / 167
[26/40] Train batch: 42 / 167
[26/40] Train batch: 43 / 167
[26/40] Train batch: 44 / 167
[26/40] Train batch: 45 / 167
[26/40] Train batch: 46 / 167
[26/40] Train batch: 47 / 167
[26/40] Train batch: 48 / 167
[26/40] Train batch: 49 / 167
[26/40] Train batch: 50 / 167
[26/40] Train batch: 51 / 167
[26/40] Train batch: 52 / 167
[26/40] Train batch: 53 / 167
[26/40] Train batch: 54 / 167
[26/40] Train batch: 55 / 167
[26/40] Train batch: 56 / 167
[26/40] Train batch: 57 / 167
[26/40] Train batch: 58 / 167
[26/40] Train batch: 59 / 167
[26/40] Train batch: 60 / 167
[26/40] Train batch: 61 / 167
[26/40] Train batch: 62 / 167
[26/40] Train batch: 63 / 167
[26/40] Train batch: 64 / 167
[26/40] Train batch: 65 / 167
[26/40] Train batch: 66 / 167
[26/40] Train batch: 67 / 167
[26/40] Train batch: 68 / 167
[26/40] Train batch: 69 / 167
[26/40] Train batch: 70 / 167
[26/40] Train batch: 71 / 167
[26/40] Train batch: 72 / 167
[26/40] Train batch: 73 / 167
[26/40] Train batch: 74 / 167
[26/40] Train batch: 75 / 167
[26/40] Train batch: 76 / 167
[26/40] Train batch: 77 / 167
[26/40] Train batch: 78 / 167
[26/40] Train batch: 79 / 167
[26/40] Train batch: 80 / 167
[26/40] Train batch: 81 / 167
[26/40] Train batch: 82 / 167
[26/40] Train batch: 83 / 167
[26/40] Train batch: 84 / 167
[26/40] Train batch: 85 / 167
[26/40] Train batch: 86 / 167
[26/40] Train batch: 87 / 167
[26/40] Train batch: 88 / 167
[26/40] Train batch: 89 / 167
[26/40] Train batch: 90 / 167
[26/40] Train batch: 91 / 167
[26/40] Train batch: 92 / 167
[26/40] Train batch: 93 / 167
[26/40] Train batch: 94 / 167
[26/40] Train batch: 95 / 167
[26/40] Train batch: 96 / 167
[26/40] Train batch: 97 / 167
[26/40] Train batch: 98 / 167
[26/40] Train batch: 99 / 167
[26/40] Train batch: 100 / 167
[26/40] Train batch: 101 / 167
[26/40] Train batch: 102 / 167
[26/40] Train batch: 103 / 167
[26/40] Train batch: 104 / 167
[26/40] Train batch: 105 / 167
[26/40] Train batch: 106 / 167
[26/40] Train batch: 107 / 167
[26/40] Train batch: 108 / 167
[26/40] Train batch: 109 / 167
[26/40] Train batch: 110 / 167
[26/40] Train batch: 111 / 167
[26/40] Train batch: 112 / 167
[26/40] Train batch: 113 / 167
[26/40] Train batch: 114 / 167
[26/40] Train batch: 115 / 167
[26/40] Train batch: 116 / 167
[26/40] Train batch: 117 / 167
[26/40] Train batch: 118 / 167
[26/40] Train batch: 119 / 167
[26/40] Train batch: 120 / 167
[26/40] Train batch: 121 / 167
[26/40] Train batch: 122 / 167
[26/40] Train batch: 123 / 167
[26/40] Train batch: 124 / 167
[26/40] Train batch: 125 / 167
[26/40] Train batch: 126 / 167
[26/40] Train batch: 127 / 167
[26/40] Train batch: 128 / 167
[26/40] Train batch: 129 / 167
[26/40] Train batch: 130 / 167
[26/40] Train batch: 131 / 167
[26/40] Train batch: 132 / 167
[26/40] Train batch: 133 / 167
[26/40] Train batch: 134 / 167
[26/40] Train batch: 135 / 167
[26/40] Train batch: 136 / 167
[26/40] Train batch: 137 / 167
[26/40] Train batch: 138 / 167
[26/40] Train batch: 139 / 167
[26/40] Train batch: 140 / 167
[26/40] Train batch: 141 / 167
[26/40] Train batch: 142 / 167
[26/40] Train batch: 143 / 167
[26/40] Train batch: 144 / 167
[26/40] Train batch: 145 / 167
[26/40] Train batch: 146 / 167
[26/40] Train batch: 147 / 167
[26/40] Train batch: 148 / 167
[26/40] Train batch: 149 / 167
[26/40] Train batch: 150 / 167
[26/40] Train batch: 151 / 167
[26/40] Train batch: 152 / 167
[26/40] Train batch: 153 / 167
[26/40] Train batch: 154 / 167
[26/40] Train batch: 155 / 167
[26/40] Train batch: 156 / 167
[26/40] Train batch: 157 / 167
[26/40] Train batch: 158 / 167
[26/40] Train batch: 159 / 167
[26/40] Train batch: 160 / 167
[26/40] Train batch: 161 / 167
[26/40] Train batch: 162 / 167
[26/40] Train batch: 163 / 167
[26/40] Train batch: 164 / 167
[26/40] Train batch: 165 / 167
[26/40] Train batch: 166 / 167
[26/40] Train batch: 167 / 167
[26/40] 13.88 sec(s) Train Acc: 0.84133 | Train Loss: 0.44600

[26/40] Train batch: 1 / 167
[26/40] Train batch: 2 / 167
[26/40] Train batch: 3 / 167
[26/40] Train batch: 4 / 167
[26/40] Train batch: 5 / 167
[26/40] Train batch: 6 / 167
[26/40] Train batch: 7 / 167
[26/40] Train batch: 8 / 167
[26/40] Train batch: 9 / 167
[26/40] Train batch: 10 / 167
[26/40] Train batch: 11 / 167
[26/40] Train batch: 12 / 167
[26/40] Train batch: 13 / 167
[26/40] Train batch: 14 / 167
[26/40] Train batch: 15 / 167
[26/40] Train batch: 16 / 167
[26/40] Train batch: 17 / 167
[26/40] Train batch: 18 / 167
[26/40] Train batch: 19 / 167
[26/40] Train batch: 20 / 167
[26/40] 0.54 sec(s) Val Acc: 0.91480 | Val Loss: 0.26232

[27/40] Train batch: 1 / 167
[27/40] Train batch: 2 / 167
[27/40] Train batch: 3 / 167
[27/40] Train batch: 4 / 167
[27/40] Train batch: 5 / 167
[27/40] Train batch: 6 / 167
[27/40] Train batch: 7 / 167
[27/40] Train batch: 8 / 167
[27/40] Train batch: 9 / 167
[27/40] Train batch: 10 / 167
[27/40] Train batch: 11 / 167
[27/40] Train batch: 12 / 167
[27/40] Train batch: 13 / 167
[27/40] Train batch: 14 / 167
[27/40] Train batch: 15 / 167
[27/40] Train batch: 16 / 167
[27/40] Train batch: 17 / 167
[27/40] Train batch: 18 / 167
[27/40] Train batch: 19 / 167
[27/40] Train batch: 20 / 167
[27/40] Train batch: 21 / 167
[27/40] Train batch: 22 / 167
[27/40] Train batch: 23 / 167
[27/40] Train batch: 24 / 167
[27/40] Train batch: 25 / 167
[27/40] Train batch: 26 / 167
